dep1	num1	dep2	num2	blank	dr	title	is_cancelled	is_closed	professor1	professor2	professor3	pid1	pid2	pid3	cid	
dep1:AAS	num1:391	dep2:SOC	num2:391	blank:	dr:EC	title:Race, Class, and Intelligence in America	is_cancelled:N	is_closed:N	professor1:Howard F. Taylor	professor2:	professor3:	pid1:010003929	pid2:	pid3:	cid:000044	
dep1:AAS	num1:352	dep2:HIS	num2:483	blank:	dr:HA	title:Black Protest in 20th-Century America	is_cancelled:N	is_closed:N	professor1:Noliwe M. Rooks	professor2:	professor3:	pid1:110083032	pid2:	pid3:	cid:008645	
dep1:AAS	num1:403	dep2:ANT	num2:403	blank:	dr:EM	title:Race and Medicine	is_cancelled:N	is_closed:N	professor1:Carolyn M. Rouse	professor2:	professor3:	pid1:510107021	pid2:	pid3:	cid:009139	
dep1:AAS	num1:209	dep2:ENG	num2:209	blank:	dr:LA	title:Introduction to African-American Literature:  Harlem Renaissance to Present	is_cancelled:N	is_closed:N	professor1:Pamela E. Barnett	professor2:	professor3:	pid1:960055061	pid2:	pid3:	cid:009558	
dep1:AAS	num1:340	dep2:ENG	num2:367	blank:	dr:	title:Shades of Passing	is_cancelled:N	is_closed:N	professor1:Anne A. Cheng	professor2:	professor3:	pid1:000106168	pid2:	pid3:	cid:010235	
dep1:AAS	num1:383	dep2:HIS	num2:487	blank:	dr:	title:The Black Atlantic World: Black Encounters with Europe, Asia, and the Americas	is_cancelled:N	is_closed:N	professor1:Sarah-Jane Mathieu	professor2:	professor3:	pid1:110106783	pid2:	pid3:	cid:010248	
dep1:AAS	num1:500	dep2:ENG	num2:556	blank:	dr:	title:Introduction to African-American Intellectual Tradition: Studies in Black Feminism	is_cancelled:N	is_closed:N	professor1:Daphne A. Brooks	professor2:Valerie A. Smith	professor3:	pid1:960010016	pid2:010000654	pid3:	cid:000050	
dep1:AAS	num1:477	dep2:HIS	num2:477	blank:	dr:HA	title:The Civil Rights Movement	is_cancelled:N	is_closed:N	professor1:Joshua B. Guild	professor2:	professor3:	pid1:960223707	pid2:	pid3:	cid:008483	
dep1:AAS	num1:368	dep2:REL	num2:368	blank:	dr:EM	title:Topics in African American Religion	is_cancelled:N	is_closed:N	professor1:Melissa V. Harris-Lacewell	professor2:	professor3:	pid1:960067714	pid2:	pid3:	cid:009556	
dep1:AAS	num1:345	dep2:ENG	num2:368	blank:	dr:	title:Celluloid Mammy	is_cancelled:N	is_closed:N	professor1:Miriam J. Petty	professor2:	professor3:	pid1:960112560	pid2:	pid3:	cid:010236	
dep1:AFS	num1:200	dep2:	num2:	blank:	dr:SA	title:Introduction to African Studies	is_cancelled:N	is_closed:N	professor1:Emmanuel H. Kreike	professor2:	professor3:	pid1:410075236	pid2:	pid3:	cid:008819	
dep1:AFS	num1:301	dep2:ANT	num2:371	blank:	dr:SA	title:African Economic and Political Culture	is_cancelled:N	is_closed:N	professor1:Mahamadou L. Sagna	professor2:	professor3:	pid1:960019923	pid2:	pid3:	cid:009613	
dep1:AMS	num1:375	dep2:ART	num2:375	blank:	dr:LA	title:Defining Moments in American Culture	is_cancelled:N	is_closed:N	professor1:John Wilmerding	professor2:	professor3:	pid1:010005890	pid2:	pid3:	cid:000130	
dep1:AMS	num1:326	dep2:	num2:	blank:	dr:SA	title:Regulation of Sexuality	is_cancelled:N	is_closed:N	professor1:Mary Anne C. Case	professor2:	professor3:	pid1:960230486	pid2:	pid3:	cid:010300	
dep1:AMS	num1:302	dep2:	num2:	blank:	dr:SA	title:Disasters, Culture, and Society	is_cancelled:N	is_closed:N	professor1:Lee B. Clarke	professor2:	professor3:	pid1:960236346	pid2:	pid3:	cid:010292	
dep1:AMS	num1:304	dep2:	num2:	blank:	dr:HA	title:American Business History:  The Rise of Corporate America	is_cancelled:N	is_closed:N	professor1:Thorin R. Tritter	professor2:	professor3:	pid1:960008495	pid2:	pid3:	cid:010293	
dep1:ANT	num1:360	dep2:	num2:	blank:	dr:	title:The Uses of Deception: Perspectives on Magic and Science	is_cancelled:N	is_closed:N	professor1:Rena S. Lederman	professor2:	professor3:	pid1:010000344	pid2:	pid3:	cid:010234	
dep1:ANT	num1:336	dep2:	num2:	blank:	dr:SA	title:The Anthropology of Selected Regions	is_cancelled:N	is_closed:N	professor1:Isabelle R. Clark-Deces	professor2:	professor3:	pid1:110075032	pid2:	pid3:	cid:000181	
dep1:ANT	num1:390	dep2:	num2:	blank:	dr:HA	title:History of Anthropological Theory	is_cancelled:N	is_closed:N	professor1:Isabelle R. Clark-Deces	professor2:	professor3:	pid1:110075032	pid2:	pid3:	cid:000199	
dep1:ANT	num1:416	dep2:	num2:	blank:	dr:SA	title:Culture and International Order	is_cancelled:N	is_closed:N	professor1:John W. Borneman	professor2:	professor3:	pid1:310106958	pid2:	pid3:	cid:009321	
dep1:ANT	num1:405	dep2:	num2:	blank:	dr:SA	title:Topics in Anthropology	is_cancelled:N	is_closed:N	professor1:João Guilherme Biehl	professor2:	professor3:	pid1:110106957	pid2:	pid3:	cid:000205	
dep1:ANT	num1:406	dep2:	num2:	blank:	dr:SA	title:Theoretical Orientations in Cultural Anthropology	is_cancelled:N	is_closed:N	professor1:John W. Borneman	professor2:	professor3:	pid1:310106958	pid2:	pid3:	cid:000206	
dep1:ANT	num1:207	dep2:	num2:	blank:	dr:SA	title:The American Family in Law and Society	is_cancelled:N	is_closed:N	professor1:Lawrence Rosen	professor2:	professor3:	pid1:010003916	pid2:	pid3:	cid:008925	
dep1:ANT	num1:322	dep2:	num2:	blank:	dr:HA	title:Cross-Cultural Texts	is_cancelled:N	is_closed:N	professor1:James A. Boon	professor2:	professor3:	pid1:010005886	pid2:	pid3:	cid:000172	
dep1:ANT	num1:206	dep2:GEO	num2:208	blank:	dr:EC	title:Human Evolution	is_cancelled:N	is_closed:N	professor1:Alan E. Mann	professor2:Janet M. Monge	professor3:	pid1:010026538	pid2:010026541	pid3:	cid:000149	
dep1:ANT	num1:570	dep2:	num2:	blank:	dr:	title:Interdisciplinary Research	is_cancelled:N	is_closed:N	professor1:Lawrence Rosen	professor2:	professor3:	pid1:010003916	pid2:	pid3:	cid:000238	
dep1:ANT	num1:502	dep2:	num2:	blank:	dr:	title:Proseminar in Anthropology	is_cancelled:N	is_closed:N	professor1:Abdellah Hammoudi	professor2:	professor3:	pid1:010012271	pid2:	pid3:	cid:000221	
dep1:ANT	num1:220	dep2:	num2:	blank:	dr:SA	title:Cultures of Globalization	is_cancelled:N	is_closed:N	professor1:João Guilherme Biehl	professor2:	professor3:	pid1:110106957	pid2:	pid3:	cid:010278	
dep1:AOS	num1:537	dep2:GEO	num2:537	blank:	dr:	title:Atmospheric Chemistry	is_cancelled:N	is_closed:N	professor1:Hiram Levy	professor2:	professor3:	pid1:010042995	pid2:	pid3:	cid:007317	
dep1:AOS	num1:575	dep2:	num2:	blank:	dr:	title:Numerical Prediction of the Atmosphere and Ocean	is_cancelled:N	is_closed:N	professor1:Robert W. Hallberg	professor2:	professor3:	pid1:010011140	pid2:	pid3:	cid:007323	
dep1:AOS	num1:572	dep2:	num2:	blank:	dr:	title:Atmospheric and Oceanic Wave Dynamics	is_cancelled:N	is_closed:N	professor1:Isidoro Orlanski	professor2:	professor3:	pid1:010043093	pid2:	pid3:	cid:007320	
dep1:AOS	num1:547	dep2:	num2:	blank:	dr:	title:Atmospheric Thermodynamics and Convection	is_cancelled:N	is_closed:N	professor1:Leo Donner	professor2:	professor3:	pid1:010043476	pid2:	pid3:	cid:007318	
dep1:APC	num1:518	dep2:ORF	num2:518	blank:	dr:	title:Applied Stochastic Analysis and Methods	is_cancelled:N	is_closed:N	professor1:Weinan E	professor2:	professor3:	pid1:010042922	pid2:	pid3:	cid:008549	
dep1:APC	num1:596	dep2:	num2:	blank:	dr:	title:Topics in Applied Mathematics	is_cancelled:N	is_closed:N	professor1:Weinan E	professor2:	professor3:	pid1:010042922	pid2:	pid3:	cid:010158	
dep1:APC	num1:509	dep2:	num2:	blank:	dr:	title:Methods and Concepts in Electronic Structure Theory	is_cancelled:N	is_closed:N	professor1:Emily A. Carter	professor2:	professor3:	pid1:960037870	pid2:	pid3:	cid:010005	
dep1:ARA	num1:107	dep2:	num2:	blank:	dr:	title:Intermediate Arabic II	is_cancelled:N	is_closed:N	professor1:Russell J. Hopley	professor2:	professor3:	pid1:810093449	pid2:	pid3:	cid:000491	
dep1:ARA	num1:402	dep2:	num2:	blank:	dr:	title:Advanced Arabic Skills Workshop II	is_cancelled:N	is_closed:N	professor1:Hisham Mahmoud	professor2:	professor3:	pid1:960234701	pid2:	pid3:	cid:010039	
dep1:ARA	num1:113	dep2:	num2:	blank:	dr:	title:Colloquial Arabic II	is_cancelled:N	is_closed:N	professor1:Nancy A. Coffin	professor2:	professor3:	pid1:810098946	pid2:	pid3:	cid:000494	
dep1:ARA	num1:302	dep2:	num2:	blank:	dr:	title:Advanced Arabic II	is_cancelled:N	is_closed:N	professor1:Hisham Mahmoud	professor2:	professor3:	pid1:960234701	pid2:	pid3:	cid:000496	
dep1:ARA	num1:102	dep2:	num2:	blank:	dr:	title:Elementary Arabic II	is_cancelled:N	is_closed:N	professor1:Nancy A. Coffin	professor2:Hebatalla Elkhateeb-Musharraf	professor3:	pid1:810098946	pid2:960071225	pid3:	cid:000489	
dep1:ARC	num1:204	dep2:	num2:	blank:	dr:LA	title:Introduction to Architectural Design	is_cancelled:N	is_closed:N	professor1:Lyn Rice	professor2:Catherine L. Seavitt-Nordenson	professor3:	pid1:960232234	pid2:010046141	pid3:	cid:000284	
dep1:ARC	num1:504	dep2:	num2:	blank:	dr:	title:Integrated Building Studios	is_cancelled:N	is_closed:N	professor1:Jeanne Gang	professor2:	professor3:	pid1:960238771	pid2:	pid3:	cid:000333	
dep1:ARC	num1:506B	dep2:	num2:	blank:	dr:	title:Architecture Design Studio	is_cancelled:N	is_closed:N	professor1:Florian W. Idenburg	professor2:Ryue Nishizawa	professor3:Kazuyo Sejima	pid1:960067624	pid2:960067626	pid3:960055782	cid:000335	
dep1:ARC	num1:511	dep2:	num2:	blank:	dr:	title:Structural Design	is_cancelled:N	is_closed:N	professor1:Nat Oppenheimer	professor2:	professor3:	pid1:810108512	pid2:	pid3:	cid:000345	
dep1:ARC	num1:597	dep2:	num2:	blank:	dr:	title:On the Methodology of Architectural History	is_cancelled:N	is_closed:N	professor1:Spyridon Papapetros	professor2:	professor3:	pid1:960021741	pid2:	pid3:	cid:010280	
dep1:ARC	num1:308	dep2:	num2:	blank:	dr:HA	title:History of Architectural Theory	is_cancelled:N	is_closed:N	professor1:	professor2:	professor3:	pid1:	pid2:	pid3:	cid:000293	
dep1:ARC	num1:574	dep2:	num2:	blank:	dr:	title:Computing and Imaging in Architecture	is_cancelled:N	is_closed:N	professor1:Miles Ritter	professor2:	professor3:	pid1:960035441	pid2:	pid3:	cid:000405	
dep1:ARC	num1:572	dep2:ART	num2:582	blank:	dr:	title:Research in Architecture	is_cancelled:N	is_closed:N	professor1:M. C. Boyer	professor2:	professor3:	pid1:010020106	pid2:	pid3:	cid:000397	
dep1:ARC	num1:569	dep2:	num2:	blank:	dr:	title:The Plan as Discipline and Event in Architecture and Urbanism	is_cancelled:N	is_closed:N	professor1:Robert E. Somol	professor2:	professor3:	pid1:960055993	pid2:	pid3:	cid:009611	
dep1:ARC	num1:563	dep2:	num2:	blank:	dr:	title:Starting, Building, and Operating an Architectural Practice	is_cancelled:N	is_closed:N	professor1:J. R. Hillier	professor2:	professor3:	pid1:410059509	pid2:	pid3:	cid:000389	
dep1:ARC	num1:549	dep2:ART	num2:586	blank:	dr:	title:Histories and Theories of Architecture: 20th Century	is_cancelled:N	is_closed:N	professor1:Spyridon Papapetros	professor2:	professor3:	pid1:960021741	pid2:	pid3:	cid:000380	
dep1:ARC	num1:516	dep2:	num2:	blank:	dr:	title:Architectural Acoustics and Lighting	is_cancelled:N	is_closed:N	professor1:Jerry M. Kugler	professor2:Carl J. Rosenberg	professor3:	pid1:010000547	pid2:010000464	pid3:	cid:000349	
dep1:ARC	num1:515	dep2:	num2:	blank:	dr:	title:The Environmental Engineering of Buildings, Parts I and II	is_cancelled:N	is_closed:N	professor1:Mahadev Raman	professor2:	professor3:	pid1:110108513	pid2:	pid3:	cid:000348	
dep1:ARC	num1:513	dep2:	num2:	blank:	dr:	title:Contemporary Facade Design, Procurement and Execution	is_cancelled:N	is_closed:N	professor1:Marc A. Simmons	professor2:	professor3:	pid1:960056900	pid2:	pid3:	cid:009612	
dep1:ARC	num1:509	dep2:	num2:	blank:	dr:	title:Integrated Building Systems	is_cancelled:N	is_closed:N	professor1:	professor2:	professor3:	pid1:	pid2:	pid3:	cid:010283	
dep1:ARC	num1:403	dep2:	num2:	blank:	dr:LA	title:Topics in the History and Theory of Architecture	is_cancelled:N	is_closed:N	professor1:Robert E. Somol	professor2:	professor3:	pid1:960055993	pid2:	pid3:	cid:000303	
dep1:ARC	num1:577	dep2:ART	num2:561	blank:	dr:	title:Topics in Contemporary Architectural Theory	is_cancelled:N	is_closed:N	professor1:Stanley T. Allen	professor2:Hal   Foster	professor3:	pid1:000084544	pid2:910075512	pid3:	cid:000387	
dep1:ARC	num1:570	dep2:	num2:	blank:	dr:	title:The Sociology of Contemporary Design	is_cancelled:N	is_closed:N	professor1:Robert Gutman	professor2:	professor3:	pid1:010043135	pid2:	pid3:	cid:000394	
dep1:ARC	num1:508	dep2:	num2:	blank:	dr:	title:Thesis Studio	is_cancelled:N	is_closed:N	professor1:Sarah M. Whiting	professor2:Ron   Witte	professor3:	pid1:000082560	pid2:000081761	pid3:	cid:000342	
dep1:ARC	num1:506A	dep2:	num2:	blank:	dr:	title:Architecture Design Studio	is_cancelled:N	is_closed:N	professor1:Jose I. Abalos	professor2:Juan Herreros	professor3:	pid1:960041031	pid2:960041029	pid3:	cid:000334	
dep1:ARC	num1:502	dep2:	num2:	blank:	dr:	title:Architecture Design Studio	is_cancelled:N	is_closed:N	professor1:Jesse A. Reiser	professor2:	professor3:	pid1:810099498	pid2:	pid3:	cid:000328	
dep1:ARC	num1:305	dep2:	num2:	blank:	dr:LA	title:Urban Studies: Analysis of Contemporary Urban Form	is_cancelled:N	is_closed:N	professor1:Sarah M. Whiting	professor2:	professor3:	pid1:000082560	pid2:	pid3:	cid:000290	
dep1:ARC	num1:408	dep2:	num2:	blank:	dr:	title:Infrastructure and Design: Design, Disaster and Southern California	is_cancelled:N	is_closed:N	professor1:Guy J. Nordenson	professor2:	professor3:	pid1:510068057	pid2:	pid3:	cid:009985	
dep1:ART	num1:205	dep2:	num2:	blank:	dr:LA	title:Medieval Art in Europe	is_cancelled:N	is_closed:N	professor1:Nino Zchomelidse	professor2:	professor3:	pid1:960196698	pid2:	pid3:	cid:000522	
dep1:ART	num1:547	dep2:	num2:	blank:	dr:	title:Studies in Renaissance and Baroque Architecture	is_cancelled:N	is_closed:N	professor1:John A. Pinto	professor2:	professor3:	pid1:010005452	pid2:	pid3:	cid:000660	
dep1:ART	num1:440	dep2:	num2:	blank:	dr:LA	title:Seminar. Renaissance Art	is_cancelled:N	is_closed:N	professor1:Patricia F. Brown	professor2:	professor3:	pid1:010004588	pid2:	pid3:	cid:008032	
dep1:ART	num1:366	dep2:LAS	num2:366	blank:	dr:LA	title:Pre-Columbian Art: Ancient Mexico and Peru	is_cancelled:N	is_closed:N	professor1:John M. Pohl	professor2:	professor3:	pid1:960054032	pid2:	pid3:	cid:000595	
dep1:ART	num1:564	dep2:	num2:	blank:	dr:	title:19th-Century Art	is_cancelled:N	is_closed:N	professor1:Alastair I. Wright	professor2:	professor3:	pid1:910106966	pid2:	pid3:	cid:000671	
dep1:ART	num1:216	dep2:	num2:	blank:	dr:LA	title:Chinese Painting	is_cancelled:N	is_closed:N	professor1:Jerome Silbergeld	professor2:	professor3:	pid1:510109251	pid2:	pid3:	cid:000532	
dep1:ART	num1:420	dep2:	num2:	blank:	dr:LA	title:Seminar in Asian Art	is_cancelled:N	is_closed:N	professor1:Yoshiaki Shimizu	professor2:	professor3:	pid1:010000032	pid2:	pid3:	cid:000618	
dep1:ART	num1:573	dep2:	num2:	blank:	dr:	title:Topics in Early Chinese Art and Archaeology	is_cancelled:N	is_closed:N	professor1:Robert W. Bagley	professor2:	professor3:	pid1:010004201	pid2:	pid3:	cid:000679	
dep1:ART	num1:520	dep2:	num2:	blank:	dr:	title:Greek Art of the Iron Age and the Orientalizing Periods	is_cancelled:N	is_closed:N	professor1:William A. Childs	professor2:	professor3:	pid1:010000277	pid2:	pid3:	cid:000634	
dep1:ART	num1:333	dep2:ARC	num2:333	blank:	dr:LA	title:Renaissance and Baroque Architecture	is_cancelled:N	is_closed:N	professor1:John A. Pinto	professor2:	professor3:	pid1:010005452	pid2:	pid3:	cid:000579	
dep1:ART	num1:343	dep2:	num2:	blank:	dr:LA	title:Masters and Movements of 19th-Century Art	is_cancelled:N	is_closed:N	professor1:Alastair I. Wright	professor2:	professor3:	pid1:910106966	pid2:	pid3:	cid:000589	
dep1:ART	num1:212	dep2:	num2:	blank:	dr:LA	title:Neoclassicism through Impressionism	is_cancelled:N	is_closed:N	professor1:Carol M. Armstrong	professor2:	professor3:	pid1:010040767	pid2:	pid3:	cid:000528	
dep1:ART	num1:101	dep2:	num2:	blank:	dr:LA	title:Introduction to the History of Art: Renaissance to Contemporary	is_cancelled:N	is_closed:N	professor1:Rachael Z. DeLue	professor2:	professor3:	pid1:960064569	pid2:	pid3:	cid:010070	
dep1:ART	num1:330	dep2:HLS	num2:331	blank:	dr:LA	title:Venice and the Mediterranean	is_cancelled:N	is_closed:N	professor1:Patricia F. Brown	professor2:	professor3:	pid1:010004588	pid2:	pid3:	cid:010309	
dep1:ART	num1:436	dep2:MED	num2:436	blank:	dr:LA	title:Topics in Medieval Art, Architecture, and Theory: Concepts for the Depiction of God	is_cancelled:N	is_closed:N	professor1:Nino Zchomelidse	professor2:	professor3:	pid1:960196698	pid2:	pid3:	cid:010307	
dep1:ART	num1:428	dep2:NES	num2:427	blank:	dr:LA	title:Seminar in Islamic Art: Perceptions of the Body in Persian Art	is_cancelled:N	is_closed:N	professor1:Mika Natif	professor2:	professor3:	pid1:510102966	pid2:	pid3:	cid:010306	
dep1:ART	num1:444	dep2:	num2:	blank:	dr:LA	title:Architecture and Ritual: Methodological Approaches	is_cancelled:N	is_closed:N	professor1:John B. Scott	professor2:	professor3:	pid1:960228818	pid2:	pid3:	cid:010305	
dep1:ART	num1:373	dep2:AAS	num2:373	blank:	dr:LA	title:History of African American Art	is_cancelled:N	is_closed:N	professor1:Rachael Z. DeLue	professor2:	professor3:	pid1:960064569	pid2:	pid3:	cid:010299	
dep1:ART	num1:270	dep2:	num2:	blank:	dr:LA	title:Photography and Society	is_cancelled:N	is_closed:N	professor1:Anne   McCauley	professor2:	professor3:	pid1:960019839	pid2:	pid3:	cid:010153	
dep1:ART	num1:443	dep2:LAS	num2:443	blank:	dr:LA	title:Global Exchange in Art and Architecture	is_cancelled:N	is_closed:N	professor1:Thomas D. Kaufmann	professor2:	professor3:	pid1:010000666	pid2:	pid3:	cid:009945	
dep1:ART	num1:217	dep2:	num2:	blank:	dr:LA	title:Early Japanese Art and Archaeology	is_cancelled:N	is_closed:N	professor1:Yoshiaki Shimizu	professor2:	professor3:	pid1:010000032	pid2:	pid3:	cid:000533	
dep1:AST	num1:203	dep2:	num2:	blank:	dr:QR	title:The Universe	is_cancelled:N	is_closed:N	professor1:John R. Gott	professor2:Michael A. Strauss	professor3:Christopher F. Chyba	pid1:010004167	pid2:010053613	pid3:710067954	cid:000721	
dep1:AST	num1:204	dep2:	num2:	blank:	dr:QR	title:Topics in Modern Astronomy	is_cancelled:N	is_closed:N	professor1:James M. Stone	professor2:Alice E. Shapley	professor3:	pid1:960034615	pid2:960049901	pid3:	cid:000722	
dep1:AST	num1:517	dep2:	num2:	blank:	dr:	title:Diffuse Matter in Space	is_cancelled:N	is_closed:N	professor1:Bruce T. Draine	professor2:	professor3:	pid1:010002000	pid2:	pid3:	cid:000731	
dep1:AST	num1:560	dep2:	num2:	blank:	dr:	title:Computational Methods in Plasma Physics	is_cancelled:N	is_closed:N	professor1:Stephen C. Jardin	professor2:	professor3:	pid1:010005091	pid2:	pid3:	cid:000751	
dep1:AST	num1:562	dep2:	num2:	blank:	dr:	title:Laboratory in Plasma Physics	is_cancelled:N	is_closed:N	professor1:Samuel A. Cohen	professor2:	professor3:	pid1:010000432	pid2:	pid3:	cid:000753	
dep1:AST	num1:558	dep2:	num2:	blank:	dr:	title:Seminar in Plasma Physics	is_cancelled:N	is_closed:N	professor1:Nathaniel J. Fisch	professor2:Allan H. Reiman	professor3:	pid1:010004972	pid2:010000376	pid3:	cid:000749	
dep1:AST	num1:554	dep2:	num2:	blank:	dr:	title:Irreversible Processes in Plasmas	is_cancelled:N	is_closed:N	professor1:Gregory W. Hammett	professor2:	professor3:	pid1:010003817	pid2:	pid3:	cid:000745	
dep1:AST	num1:552	dep2:	num2:	blank:	dr:	title:General Plasma Physics II	is_cancelled:N	is_closed:N	professor1:William M. Tang	professor2:Hantao Ji	professor3:	pid1:010005072	pid2:310058528	pid3:	cid:000743	
dep1:AST	num1:403	dep2:	num2:	blank:	dr:	title:Stars and Star Formation	is_cancelled:N	is_closed:N	professor1:Gillian R. Knapp	professor2:	professor3:	pid1:010003598	pid2:	pid3:	cid:010282	
dep1:AST	num1:542	dep2:	num2:	blank:	dr:	title:Seminar in Observational Astrophysics	is_cancelled:N	is_closed:N	professor1:James E. Gunn	professor2:	professor3:	pid1:010004281	pid2:	pid3:	cid:000739	
dep1:CEE	num1:558	dep2:	num2:	blank:	dr:	title:Random Fields and Random Media	is_cancelled:N	is_closed:N	professor1:Erik   Vanmarcke	professor2:	professor3:	pid1:010003603	pid2:	pid3:	cid:007985	
dep1:CEE	num1:591	dep2:	num2:	blank:	dr:	title:Radar Hydrometeorology	is_cancelled:N	is_closed:N	professor1:James A. Smith	professor2:	professor3:	pid1:010019223	pid2:	pid3:	cid:007991	
dep1:CEE	num1:308	dep2:	num2:	blank:	dr:	title:Environmental Engineering Laboratory	is_cancelled:N	is_closed:N	professor1:Peter R. Jaffé	professor2:	professor3:	pid1:010004181	pid2:	pid3:	cid:007950	
dep1:CEE	num1:262A	dep2:ARC	num2:262A	blank:	dr:	title:Structures and the Urban Environment	is_cancelled:N	is_closed:N	professor1:David P. Billington	professor2:Maria E. Garlock	professor3:	pid1:010003172	pid2:960019909	pid3:	cid:007945	
dep1:CEE	num1:366	dep2:	num2:	blank:	dr:	title:Design of Reinforced Concrete Structures	is_cancelled:N	is_closed:N	professor1:Maria E. Garlock	professor2:	professor3:	pid1:960019909	pid2:	pid3:	cid:007957	
dep1:CEE	num1:478	dep2:	num2:	blank:	dr:	title:Senior Thesis	is_cancelled:N	is_closed:N	professor1:James A. Smith	professor2:	professor3:	pid1:010019223	pid2:	pid3:	cid:007968	
dep1:CEE	num1:576	dep2:	num2:	blank:	dr:	title:Water Quality Modeling and Analysis	is_cancelled:N	is_closed:N	professor1:Peter R. Jaffé	professor2:	professor3:	pid1:010004181	pid2:	pid3:	cid:007987	
dep1:CEE	num1:586	dep2:	num2:	blank:	dr:	title:Physical Hydrology	is_cancelled:N	is_closed:N	professor1:Eric F. Wood	professor2:	professor3:	pid1:010000154	pid2:	pid3:	cid:007989	
dep1:CEE	num1:472	dep2:	num2:	blank:	dr:	title:Hydrometeorology and Remote Sensing	is_cancelled:N	is_closed:N	professor1:James A. Smith	professor2:	professor3:	pid1:010019223	pid2:	pid3:	cid:007965	
dep1:CEE	num1:525	dep2:	num2:	blank:	dr:	title:Applied Numerical Methods	is_cancelled:N	is_closed:N	professor1:Michael A. Celia	professor2:	professor3:	pid1:010012372	pid2:	pid3:	cid:009240	
dep1:CEE	num1:512	dep2:	num2:	blank:	dr:	title:Design of Large-scale Structures: Bridges	is_cancelled:N	is_closed:N	professor1:Theodore P. Zoli	professor2:	professor3:	pid1:000108851	pid2:	pid3:	cid:007976	
dep1:CEE	num1:510	dep2:	num2:	blank:	dr:	title:Research Seminar	is_cancelled:N	is_closed:N	professor1:Eric F. Wood	professor2:	professor3:	pid1:010000154	pid2:	pid3:	cid:007974	
dep1:CEE	num1:509	dep2:	num2:	blank:	dr:	title:Directed Research	is_cancelled:N	is_closed:N	professor1:Eric F. Wood	professor2:	professor3:	pid1:010000154	pid2:	pid3:	cid:007973	
dep1:CEE	num1:508	dep2:	num2:	blank:	dr:	title:Master's Project II	is_cancelled:N	is_closed:N	professor1:Eric F. Wood	professor2:	professor3:	pid1:010000154	pid2:	pid3:	cid:007972	
dep1:CEE	num1:462	dep2:	num2:	blank:	dr:	title:Design of Large-Scale Structures: Bridges	is_cancelled:N	is_closed:N	professor1:Theodore P. Zoli	professor2:	professor3:	pid1:000108851	pid2:	pid3:	cid:007963	
dep1:CEE	num1:540	dep2:	num2:	blank:	dr:	title:Special Topics in MMS	is_cancelled:N	is_closed:N	professor1:	professor2:	professor3:	pid1:	pid2:	pid3:	cid:008072	
dep1:CEE	num1:376	dep2:	num2:	blank:	dr:	title:Independent Research Project	is_cancelled:N	is_closed:N	professor1:James A. Smith	professor2:	professor3:	pid1:010019223	pid2:	pid3:	cid:007961	
dep1:CEE	num1:262B	dep2:ARC	num2:262B	blank:	dr:ST	title:Structures and the Urban Environment	is_cancelled:N	is_closed:N	professor1:David P. Billington	professor2:Maria E. Garlock	professor3:	pid1:010003172	pid2:960019909	pid3:	cid:007946	
dep1:CEE	num1:303	dep2:ENV	num2:303	blank:	dr:STX	title:Introduction to Environmental Engineering	is_cancelled:N	is_closed:N	professor1:Catherine A. Peters	professor2:	professor3:	pid1:010053563	pid2:	pid3:	cid:007948	
dep1:CEE	num1:306	dep2:	num2:	blank:	dr:	title:Hydrology	is_cancelled:N	is_closed:N	professor1:Ignacio Rodriguez-Iturbe	professor2:	professor3:	pid1:610083487	pid2:	pid3:	cid:007949	
dep1:CEE	num1:105	dep2:ART	num2:105	blank:	dr:ST	title:Lab in Conservation of Art	is_cancelled:N	is_closed:N	professor1:George W. Scherer	professor2:	professor3:	pid1:610073978	pid2:	pid3:	cid:007943	
dep1:CEE	num1:532	dep2:	num2:	blank:	dr:	title:Advanced Finite-element Methods	is_cancelled:N	is_closed:N	professor1:Jean-Hervé   Prévost	professor2:	professor3:	pid1:010004609	pid2:	pid3:	cid:007983	
dep1:CEE	num1:365	dep2:	num2:	blank:	dr:	title:Soil Mechanics	is_cancelled:N	is_closed:N	professor1:Jean-Hervé   Prévost	professor2:	professor3:	pid1:010004609	pid2:	pid3:	cid:007956	
dep1:CHE	num1:432	dep2:	num2:	blank:	dr:	title:Dynamics of Cellular Processes	is_cancelled:N	is_closed:N	professor1:Stanislav Y. Shvartsman	professor2:	professor3:	pid1:710055080	pid2:	pid3:	cid:008637	
dep1:CHE	num1:591	dep2:	num2:	blank:	dr:	title:Seminar in Complex Materials	is_cancelled:N	is_closed:N	professor1:	professor2:	professor3:	pid1:	pid2:	pid3:	cid:009208	
dep1:CHE	num1:534	dep2:	num2:	blank:	dr:	title:Emerging Technologies in Bioengineering	is_cancelled:N	is_closed:N	professor1:David W. Wood	professor2:	professor3:	pid1:610106941	pid2:	pid3:	cid:008428	
dep1:CHE	num1:527	dep2:	num2:	blank:	dr:	title:Nonlinear and Mixed-Integer Optimization: Fundamentals and Applications	is_cancelled:N	is_closed:N	professor1:Christodoulos A. Floudas	professor2:	professor3:	pid1:010003182	pid2:	pid3:	cid:001808	
dep1:CHE	num1:508	dep2:	num2:	blank:	dr:	title:Numerical Methods for Engineers	is_cancelled:N	is_closed:N	professor1:Morton D. Kostin	professor2:	professor3:	pid1:010000863	pid2:	pid3:	cid:008082	
